source_id,target_id,relationship_type,strength,description,time_period
RELIG0072,RELIG0068,BELONGS_TO,1.0,Soteriology belongs to Philosophy and Theology,-2000
RELIG0073,RELIG0068,BELONGS_TO,1.0,Ethics and Morality belongs to Philosophy and Theology,-2000
RELIG0074,RELIG0068,BELONGS_TO,1.0,Comparative Religion belongs to Philosophy and Theology,-2000
RELIG0075,RELIG0068,BELONGS_TO,1.0,cultural analysis of beliefs) belongs to Philosophy and Theology,-2000
RELIG0076,RELIG0068,BELONGS_TO,1.0,Metaphysics belongs to Philosophy and Theology,-2000
RELIG0077,RELIG0068,BELONGS_TO,1.0,Epistemology belongs to Philosophy and Theology,-2000
RELIG0078,RELIG0001,BELONGS_TO,1.0,Religious and Mythological Themes belongs to Religion,-2000
RELIG0079,RELIG0078,BELONGS_TO,1.0,Hero’s Journey belongs to Religious and Mythological Themes,-2000
RELIG0080,RELIG0078,BELONGS_TO,1.0,Good vs. Evil belongs to Religious and Mythological Themes,-2000
RELIG0081,RELIG0078,BELONGS_TO,1.0,"Life, Death, Rebirth belongs to Religious and Mythological Themes",-2000
RELIG0082,RELIG0078,BELONGS_TO,1.0,Fate and Destiny belongs to Religious and Mythological Themes,-2000
RELIG0083,RELIG0078,BELONGS_TO,1.0,Transformation belongs to Religious and Mythological Themes,-2000
RELIG0084,RELIG0001,BELONGS_TO,1.0,Cultural Expressions belongs to Religion,-2000
RELIG0085,RELIG0084,BELONGS_TO,1.0,Religious Architecture belongs to Cultural Expressions,-2000
RELIG0086,RELIG0084,BELONGS_TO,1.0,Sacred Art belongs to Cultural Expressions,-2000
RELIG0087,RELIG0084,BELONGS_TO,1.0,Music and Chants belongs to Cultural Expressions,-2000
RELIG0088,RELIG0084,BELONGS_TO,1.0,Literature and Poetry belongs to Cultural Expressions,-2000
RELIG0089,RELIG0084,BELONGS_TO,1.0,Dance and Drama belongs to Cultural Expressions,-2000
RELIG0090,RELIG0001,BELONGS_TO,1.0,Societal Roles belongs to Religion,-2000
RELIG0091,RELIG0090,BELONGS_TO,1.0,Explanation of Phenomena belongs to Societal Roles,-2000
RELIG0092,RELIG0090,BELONGS_TO,1.0,Moral Instruction belongs to Societal Roles,-2000
RELIG0093,RELIG0090,BELONGS_TO,1.0,"like myths, Buddhist Jatakas) belongs to Societal Roles",-2000
RELIG0094,RELIG0090,BELONGS_TO,1.0,Cultural Identity belongs to Societal Roles,-2000
RELIG0095,RELIG0090,BELONGS_TO,1.0,Social Cohesion belongs to Societal Roles,-2000
RELIG0096,RELIG0090,BELONGS_TO,1.0,Legitimization of Power belongs to Societal Roles,-2000
RELIG0097,RELIG0001,BELONGS_TO,1.0,Explanation of Categories belongs to Religion,-2000
RELIG0098,RELIG0001,BELONGS_TO,1.0,"Monotheistic Religions: Belief systems centered on a single deity, with major denominations included. belongs to Religion",-1300
RELIG0099,RELIG0001,BELONGS_TO,1.0,"Polytheistic Religions: Traditions with multiple deities, integrating cultural mythologies (e.g., Greek, Norse) as religious systems. belongs to Religion",-800
RELIG0100,RELIG0001,BELONGS_TO,1.0,"Non-Theistic Traditions: Philosophies and belief systems without a deity focus, including secular ideologies. belongs to Religion",-2000
RELIG0101,RELIG0001,BELONGS_TO,1.0,"Religious and Mythological Narratives: Stories explaining origins, heroes, or natural phenomena, drawn from both religious and mythological traditions. belongs to Religion",-2000
RELIG0102,RELIG0001,BELONGS_TO,1.0,"Religious Practices: Practical expressions of faith, applicable across religions and myth-based rituals. belongs to Religion",-2000
RELIG0103,RELIG0001,BELONGS_TO,1.0,"Religious Texts: Sacred writings, including mythological epics (e.g., Eddas) alongside canonical scriptures. belongs to Religion",-2000
RELIG0104,RELIG0001,BELONGS_TO,1.0,"Religious History: Historical evolution, conflicts, and spread of religious and mythological traditions. belongs to Religion",-2000
RELIG0105,RELIG0001,BELONGS_TO,1.0,"Philosophy and Theology: Intellectual exploration of religious and mythological concepts, incorporating philosophical disciplines. belongs to Religion",-2000
RELIG0106,RELIG0001,BELONGS_TO,1.0,Religious and Mythological Themes: Universal motifs found in both religious doctrines and mythological stories. belongs to Religion,-2000
RELIG0107,RELIG0001,BELONGS_TO,1.0,Cultural Expressions: Artistic and cultural outputs inspired by religion and mythology. belongs to Religion,-2000
RELIG0108,RELIG0001,BELONGS_TO,1.0,Societal Roles: Functions of religious and mythological narratives in shaping societies and cultures. belongs to Religion,-2000
RELIG0109,RELIG0001,BELONGS_TO,1.0,"This table consolidates Religion and Mythology into a unified framework under Religion, ensuring no overlap and incorporating philosophical dimensions for a comprehensive database structure. belongs to Religion",-2000
